Id,Category
18117,salutifero+A
18118,autogeno+A
18119,rivoltolare+V
18120,sabbiare+V
18121,accattonare+V
18122,riducibile+A
18123,stagnare+V
18124,instradare+V
18125,premunire+V
18126,freddereare+V
18127,ritualità+N
18128,sconcertare+V
18129,collimare+V
18130,gonna+N
18131,reputare+V
18132,ostare+V
18133,sfittare+V
18134,discendere+V
18135,svicolare+V
18136,comunicare+V
18137,migliorare+V
18138,risultare+V
18139,spossare+V
18140,immagazzinare+V
18141,inzavorrare+V
18142,delinquere+V
18143,costiero+A
18144,smascellare+V
18145,attanagliare+A
18146,incrementare+V
18147,mirao+A
18148,avvicendereare+V
18149,cella+N
18150,intromettere+V
18151,vantare+V
18152,scervellare+V
18153,delibare+V
18154,stagionare+V
18155,ruzzare+V
18156,trasfigurare+A
18157,sbronzare+V
18158,congenere+V
18159,imbattaere+V
18160,fumogeno+A
18161,schioccare+V
18162,incurvare+V
18163,inesploso+A
18164,omosessuale+N
18165,particolarismo+N
18166,periodizzare+A
18167,matrignare+N
18168,baccagliare+V
18169,effondere+V
18170,riscontrare+V
18171,ammodernare+V
18172,coalizzare+V
18173,abboffare+V
18174,unificato+A
18175,travalicare+V
18176,innervosire+V
18177,bitumare+V
18178,sbrigare+V
18179,tinteggiare+V
18180,parzialità+N
18181,inutilizzare+V
18182,ingurgitare+V
18183,spossare+V
18184,affrescoare+V
18185,trentaduesimo+A
18186,alleggerire+V
18187,appollaiare+V
18188,scardinare+V
18189,cacciare+V
18190,rimestare+V
18191,aspergere+V
18192,fruttificare+V
18193,ripassare+V
18194,acciambellare+A
18195,riversare+V
18196,calpestare+V
18197,inargentare+A
18198,gorgogliare+V
18199,disincrostare+A
18200,vinificare+V
18201,vagare+V
18202,flettere+V
18203,torturare+V
18204,gargarizzare+V
18205,confrontare+V
18206,posticipare+V
18207,baitre+N
18208,scaracchiare+V
18209,grattare+V
18210,scudisciare+V
18211,servre+V
18212,appaltabile+A
18213,disossare+V
18214,tramutare+V
18215,ammaestrare+V
18216,fazioso+A
18217,giustificare+V
18218,cariare+V
18219,abbisognare+V
18220,comperare+V
18221,bidet+N
18222,sfiduciare+V
18223,propiziare+V
18224,irricevibile+A
18225,stonare+V
18226,incertezza+N
18227,voglia+N
18228,intrappolare+V
18229,sincronizzare+V
18230,rigaere+V
18231,cucinare+A
18232,smodato+A
18233,deidratare+V
18234,abbonacciare+V
18235,intentare+V
18236,controllare+V
18237,dilettare+V
18238,onorare+V
18239,raccattare+V
18240,peritare+V
18241,puzza+N
18242,defilare+V
18243,illeggiadrire+V
18244,sbronzare+V
18245,dorico+A
18246,affiancare+V
18247,dissequestrare+V
18248,game+N
18249,alzare+V
18250,rintanare+V
18251,ragionare+V
18252,ospedalizzare+V
18253,ravvicinare+V
18254,levare+V
18255,spolmonare+V
18256,riflettere+V
18257,impiagare+V
18258,incendiario+N
18259,sviluppare+V
18260,molletta+N
18261,esplorare+V
18262,deferire+V
18263,caricare+V
18264,parlatorire+N
18265,chiocciare+V
18266,distendere+A
18267,ridurre+A
18268,schifare+V
18269,spostare+V
18270,testamento+N
18271,capoluogo+N
18272,disimpegnare+V
18273,strappare+V
18274,sbandierare+V
18275,invenduto+A
18276,disvelato+A
18277,fulminare+V
18278,contabilizzare+V
18279,disegnare+V
18280,gonfiare+V
18281,fertilizzare+V
18282,allungare+V
18283,godere+V
18284,caricare+V
18285,biscottare+V
18286,autointerrogare+V
18287,dirimere+V
18288,sdentare+V
18289,perseguitare+V
18290,intestinale+A
18291,patinare+V
18292,tremare+V
18293,figurare+V
18294,inneggiare+V
18295,basilare+V
18296,negare+V
18297,decomprimere+V
18298,imbrancare+V
18299,annotare+V
18300,esorbitare+V
18301,tossicchiare+V
18302,cantilenare+V
18303,alettare+V
18304,millantare+V
18305,commissariare+V
18306,premettere+V
18307,configgere+V
18308,sconcertre+V
18309,contattare+V
18310,carnivore+A
18311,riammogliare+V
18312,sopraelencare+V
18313,cilieginea+N
18314,paganesimo+A
18315,cingere+A
18316,autocensurare+V
18317,incoronare+V
18318,ravvoltolare+V
18319,perequare+V
18320,contaminare+V
18321,encomiare+V
18322,albo+N
18323,paraffinare+V
18324,preporre+V
18325,comprovare+V
18326,strare+V
18327,desolare+V
18328,editare+V
18329,regionalizzare+V
18330,obliare+V
18331,confidare+V
18332,circumnavigare+V
18333,migliorare+V
18334,standardizzare+V
18335,sragionare+V
18336,tostare+V
18337,sfidare+V
18338,acconsentire+V
18339,attanagliare+A
18340,riscaldare+V
18341,aderire+A
18342,decorare+V
18343,parafrasare+V
18344,disincentivare+V
18345,trombare+V
18346,maturare+V
18347,bombare+V
18348,faticare+V
18349,diserbare+V
18350,boicottare+V
18351,maggioritario+A
18352,scodinzolare+V
18353,toreare+V
18354,mummificare+V
18355,onoro+V
18356,destreggiare+A
18357,raspare+V
18358,stereotipizzare+V
18359,aumento+N
18360,mostrare+V
18361,propinare+V
18362,eccitabile+A
18363,computare+V
18364,intiepidire+V
18365,lacrimogen+A
18366,sviscerare+V
18367,ravvoltolare+V
18368,disintegrare+V
18369,postfazione+N
18370,condiscendere+V
18371,servire+V
18372,nascondere+V
18373,arabescare+V
18374,girovagare+V
18375,guaire+V
18376,sintonizzare+V
18377,prediligere+V
18378,sillogizzare+V
18379,argilloso+A
18380,affardellare+V
18381,mancare+V
18382,inacidire+V
18383,universalizzare+V
18384,fiocinare+V
18385,appesantire+V
18386,riverire+V
18387,stipulare+V
18388,designare+V
18389,firmare+V
18390,appassire+V
18391,pertugio+N
18392,autocontrollare+V
18393,sconficcare+V
18394,ibernare+V
18395,arrochire+V
18396,costellare+V
18397,prenascere+V
18398,smagnetizzare+V
18399,spare+V
18400,riammogliare+V
18401,smarrire+V
18402,suggere+V
18403,indisciplina+A
18404,alternare+V
18405,facilità+N
18406,patire+V
18407,inqualificabile+A
18408,sugge+V
18409,tralignare+V
18410,quadrantre+A
18411,mordiccare+V
18412,osservare+A
18413,razziare+N
18414,permettere+V
18415,ammezzare+V
18416,ammorbare+V
18417,vituperare+V
18418,inserire+V
18419,riseminare+V
18420,scamosciare+V
18421,strinare+V
18422,perifrasare+V
18423,sviscerare+V
18424,visualizzare+V
18425,lottizzare+V
18426,ammagliare+V
18427,scarrucolare+V
18428,vela+N
18429,effeminare+V
18430,pascere+V
18431,apparso+A
18432,interpellare+V
18433,riammogliare+V
18434,basire+V
18435,sperimentatore+N
18436,centrifugare+V
18437,sprigionare+V
18438,chiavare+V
18439,finaziamento+N
18440,siedereere+V
18441,decriminalizzare+V
18442,scarrucolare+V
18443,sbellicare+V
18444,rovesciare+V
18445,cancellare+V
18446,anatroccolo+N
18447,sbattezzare+V
18448,autolare+V
18449,economico-finanziario+A
18450,controsterzare+V
18451,ripubblicare+V
18452,configgere+V
18453,conficcare+A
18454,trattenere+V
18455,colpevolizzare+V
18456,esteriorizzare+V
18457,planimetrico+A
18458,risciacquare+A
18459,soleggiare+V
18460,rintracciare+V
18461,vagheggiare+V
18462,empiere+V
18463,predisporre+V
18464,falciare+V
18465,autoreplicare+V
18466,sputare+V
18467,delegare+V
18468,disseminare+V
18469,dissecare+V
18470,disobbedire+V
18471,partire+V
18472,concertatore+A
18473,sbertucciare+V
18474,resuscitare+V
18475,vetrioleggiare+V
18476,contrastare+V
18477,bulinare+V
18478,sopraelencare+V
18479,riammogliare+V
18480,illanguidire+V
18481,rivalutare+V
18482,sottopagare+A
18483,incartapecorire+V
18484,compenetrare+V
18485,appiccicoso+A
18486,ridurre+V
18487,maiolico+A
18488,rissare+V
18489,frammentare+V
18490,conficcare+V
18491,sbiancare+V
18492,ostare+V
18493,chiappare+V
18494,islamizzare+A
18495,confinare+V
18496,reinnestare+V
18497,fruire+V
18498,cosmologico+A
18499,corrodere+V
18500,inguainare+V
18501,muffire+V
18502,turbina+N
18503,stressare+V
18504,primadonna+N
18505,indulg+V
18506,emanare+V
18507,quintuplicare+V
18508,carezzare+V
18509,eccepire+V
18510,falsare+V
18511,prendere+V
18512,riesplodere+V
18513,spodestoare+V
18514,smungere+V
18515,strisciare+V
18516,soggiornare+V
18517,colonnao+N
18518,indisponrre+V
18519,associare+V
18520,affarucci+N
18521,sostentare+V
18522,perdere+V
18523,sconnettere+V
18524,inamidare+V
18525,alfista+N
18526,disfidare+A
18527,appesantire+V
18528,morboso+A
18529,scolaretta+N
18530,rasserenare+V
18531,giustificare+V
18532,spersonalizzare+V
18533,avido+A
18534,finestra+N
18535,danneggiare+V
18536,dirimere+V
18537,rivaccinare+V
18538,slanciare+V
18539,prevaricare+V
18540,reggere+V
18541,sceverare+V
18542,affaticare+V
18543,precludere+V
18544,smerlare+V
18545,depoliticizzare+V
18546,timbro+A
18547,riadeguare+V
18548,pontificare+V
18549,apraire+V
18550,demistificare+V
18551,ciurlare+V
18552,soffriggere+V
18553,strafottere+V
18554,fervere+V
18555,cosmologico+A
18556,uguagliare+V
18557,cremare+V
18558,autocensurare+V
18559,massellare+V
18560,ringiovanire+V
18561,traslare+V
18562,svantaggioso+A
18563,simulare+V
18564,sbiancare+V
18565,basilare+V
18566,storicizzare+V
18567,veicolare+V
18568,coagulare+V
18569,contessere+A
18570,arruffare+V
18571,ripassare+V
18572,glissare+V
18573,familiarizzare+V
18574,spingere+V
18575,spillare+V
18576,candelea+N
18577,imbacuccare+V
18578,giordre+V
18579,precettare+V
18580,inculcare+V
18581,impiastrare+V
18582,vagare+V
18583,scioperare+V
18584,vagheggiare+V
18585,spazioso+A
18586,rattenere+A
18587,dimissionare+V
18588,sincerare+V
18589,allevare+A
18590,marchiare+V
18591,sonare+V
18592,entrare+V
18593,attingere+V
18594,comprendere+V
18595,impepare+V
18596,rincrescere+V
18597,intromettere+V
18598,infiltrarsi+V
18599,moltiplicare+V
18600,autoconvincere+V
18601,rapprendere+V
18602,retrovirus+N
18603,insabbiare+V
18604,autospendere+V
18605,crescere+V
18606,mugghiare+V
18607,impennacchiare+V
18608,snellire+V
18609,obbedienza+N
18610,accontentare+V
18611,asterire+V
18612,propositivo+A
18613,perticone+N
18614,srotolare+V
18615,confederare+V
18616,latta+N
18617,raggelare+V
18618,omologare+A
18619,capocla+N
18620,pendolino+N
18621,sfoltire+V
18622,spiritello+N
18623,confinare+V
18624,contattare+V
18625,dislocare+V
18626,abbagliare+V
18627,inquadrare+V
18628,paventare+V
18629,intingere+V
18630,spartire+V
18631,dirottare+V
18632,mitizzare+V
18633,terza+N
18634,appiattare+V
18635,corrompere+V
18636,godaere+V
18637,ingioiellare+V
18638,biancheggiare+V
18639,oziare+V
18640,ricomparire+V
18641,sconcertare+V
18642,esonerare+V
18643,copiare+V
18644,vivacchiare+V
18645,indolre+N
18646,oltrepassare+V
18647,proteasre+V
18648,contagiare+V
18649,inoltrare+V
18650,marciare+V
18651,ubriaco+V
18652,faulkneriano+A
18653,statura+N
18654,camminare+V
18655,isotopao+A
18656,morsicare+V
18657,percentualizzare+V
18658,saldatore+N
18659,lerciare+V
18660,ricoccere+V
18661,omono+N
18662,lere+V
18663,parlare+V
18664,spaginare+V
18665,pescare+V
18666,sfiancare+V
18667,sopraffare+V
18668,allarmare+V
18669,instare+V
18670,documentare+V
18671,scagionare+V
18672,governare+V
18673,barattare+V
18674,avvalere+V
18675,incrudire+V
18676,affermare+V
18677,scovare+V
18678,porno+A
18679,ammorbare+V
18680,calamitare+V
18681,ammontare+V
18682,popolaresco+A
18683,indiziare+V
18684,allevamento+N
18685,stazzonare+V
18686,sopraelencare+V
18687,stornare+V
18688,ufficiare+V
18689,riattare+V
18690,creare+V
18691,imbrattare+V
18692,tritare+V
18693,numerato+A
18694,incerare+V
18695,impigliare+V
18696,inquisire+V
18697,calendarizzare+V
18698,tendere+V
18699,disattivare+V
18700,coinquilino+N
18701,assottigliare+V
18702,chiazzare+V
18703,impensierire+V
18704,distaccare+A
18705,autocorreggere+V
18706,lesinare+V
18707,annonario+A
18708,infocare+V
18709,guaire+V
18710,prefinanziare+V
18711,cabrare+V
18712,firmare+V
18713,enfatizzare+V
18714,languire+V
18715,dedicare+V
18716,straziare+A
18717,sagginare+V
18718,echeggiare+V
18719,standardizzare+V
18720,pestare+V
18721,ricoverare+V
18722,instradare+A
18723,posare+V
18724,demonetizzare+V
18725,sgabuzzare+V
18726,arricciare+V
18727,paraffinare+V
18728,spazzolare+V
18729,arrugginire+V
18730,rissare+V
18731,drogare+V
18732,trasvolare+V
18733,accondiscendere+V
18734,alogeno+A
18735,feltrare+V
18736,merlettare+V
18737,anestetizzare+V
18738,furoreggiare+V
18739,boicottare+V
18740,differenziare+V
18741,sfavillare+V
18742,esperienza+N
18743,razionalizzare+V
18744,daziario+A
18745,detenere+V
18746,coricare+V
18747,avviare+V
18748,mistificare+V
18749,latitare+V
18750,miagolare+V
18751,stentare+V
18752,impiagare+V
18753,carburare+V
18754,accentare+V
18755,rifluire+V
18756,divorziare+V
18757,prezzolare+V
18758,escrescenza+N
18759,scantinare+V
18760,primere+A
18761,camminare+V
18762,fabbricatore+N
18763,giostrare+V
18764,mordere+V
18765,sfavillare+V
18766,incombre+V
18767,propalare+V
18768,diliscare+V
18769,gratificare+V
18770,garbat+N
18771,militare+A
18772,riconsiderare+V
18773,accentare+V
18774,rimontare+V
18775,dedicare+V
18776,recuper+N
18777,stravolgere+V
18778,flessibilizzare+V
18779,dorare+V
18780,scordare+V
18781,prescrivere+V
18782,integrare+A
18783,figurazione+N
18784,sfavorire+A
18785,saziare+V
18786,scalina+N
18787,spaiare+A
18788,esterrefattao+A
18789,compassare+V
18790,disinnestare+V
18791,ribattere+V
18792,tempismo+N
18793,modulare+V
18794,dirimere+V
18795,ispezionare+V
18796,appassire+V
18797,vagare+V
18798,adibire+V
18799,fogliare+V
18800,disintegrare+V
18801,sceverare+V
18802,accapponare+V
18803,gongolare+V
18804,bussare+V
18805,sganciare+V
18806,tessere+V
18807,desistere+V
18808,gelare+V
18809,enumerare+V
18810,pentre+V
18811,evadere+V
18812,rannicchiare+V
18813,arrostire+V
18814,sudare+V
18815,incutere+V
18816,ristagnare+V
18817,scappellare+V
18818,formulare+V
18819,stracuocere+V
18820,barrare+V
18821,tossicodipendenza+N
18822,presunzione+N
18823,volgare+V
18824,sgombrare+V
18825,infiammare+V
18826,imprecare+V
18827,citofonare+V
18828,ridondare+A
18829,bighellonare+A
18830,apostatare+V
18831,infamare+V
18832,cel+N
18833,imporre+V
18834,conciare+V
18835,sdottoreggiare+V
18836,ravvolgere+V
18837,cristalizzare+V
18838,vanese+A
18839,prorompere+A
18840,installare+V
18841,stufare+N
18842,inebetire+V
18843,ricollegare+V
18844,collaborare+V
18845,sfegatare+V
18846,annodare+A
18847,rinviare+V
18848,squassoare+V
18849,restaurare+V
18850,marzolino+A
18851,cigolare+V
18852,scotennare+V
18853,immedesimare+V
18854,crosciare+V
18855,merlettare+V
18856,rateizzare+V
18857,spaccare+V
18858,impuzzolentire+V
18859,alimentare+V
18860,attruppare+V
18861,privilegiare+V
18862,coagulare+V
18863,abbattere+V
18864,annualizzare+V
18865,sfregiare+V
18866,sbozzare+V
18867,solleticare+V
18868,decorrere+V
18869,bevicchiare+V
18870,stilizzare+V
18871,solubilizzare+V
18872,elargire+V
18873,difendere+V
18874,competere+V
18875,amnistiare+V
18876,intricare+V
18877,spaccare+V
18878,autoreplicare+V
18879,beare+V
18880,stimare+V
18881,sbirciare+V
18882,garba+A
18883,entrare+V
18884,gelificare+V
18885,convenire+V
18886,immanente+A
18887,falcare+V
18888,affascinare+V
18889,sdottoreggiare+V
18890,rationes+N
18891,abbottonare+V
18892,autocontrollare+V
18893,verseggiare+V
18894,affiancare+V
18895,smistare+V
18896,intercettare+V
18897,tzigano+A
18898,polare+V
18899,sgomentare+A
18900,instradare+V
18901,immaginabile+A
18902,piantare+A
18903,passare+V
18904,confinare+V
18905,spiritualizzare+V
18906,epistolare+V
18907,propendere+V
18908,formico+A
18909,contorcere+V
18910,pimentare+V
18911,dequalificare+V
18912,iniettare+V
18913,discolpare+V
18914,trastullare+V
18915,degentre+A
18916,pugnalare+V
18917,riutilizzare+A
18918,imbandierare+V
18919,cantina+N
18920,sgozzare+V
18921,superare+V
18922,ossidare+V
18923,spogliarellista+N
18924,rinunciare+V
18925,impepare+V
18926,ingigantire+V
18927,vigilare+V
18928,riorganizzare+A
18929,criocongelare+V
18930,stilare+V
18931,scorporare+V
18932,gratinare+V
18933,correre+V
18934,sceneggiare+V
18935,implorare+V
18936,precettare+V
18937,esecrare+V
18938,sganciare+V
18939,appuntare+V
18940,trasfusione+N
18941,denegare+A
18942,funzionario+N
18943,ammantare+V
18944,selciare+V
18945,novizia+N
18946,umile+N
18947,riflettere+V
18948,bollare+V
18949,progressivo+A
18950,girellare+V
18951,prevaricare+A
18952,aggancio+N
18953,dissequestrare+V
18954,autotassare+V
18955,bulinare+V
18956,percentualizzare+V
18957,simulare+V
18958,capireparto+N
18959,propiziare+V
18960,marginare+V
18961,decadere+V
18962,sfidare+V
18963,appontare+V
18964,autoinstallare+V
18965,stampare+V
18966,morare+V
18967,repertare+A
18968,magnetizzare+V
18969,interporre+V
18970,allertare+V
18971,decedere+V
18972,maciullare+V
18973,sgocciolare+V
18974,indisporre+V
18975,battista+N
18976,infermare+V
18977,rumore+V
18978,lapidare+V
18979,suggere+V
18980,squartare+V
18981,gendarme+N
18982,ruzzare+V
18983,schiodare+V
18984,ragionevolezza+N
18985,risolare+V
18986,anti-cuccia+A
18987,sfittare+V
18988,coreografare+V
18989,intervenire+V
18990,raggruppare+V
18991,esorcizzare+V
18992,disordinare+V
18993,tumultuoso+A
18994,spazzolare+V
18995,schiodare+V
18996,lambire+V
18997,fidare+A
18998,industrial-operaistico+A
18999,cavare+V
19000,escrescere+V
19001,invelenire+V
19002,folleggiare+V
19003,co-finanziare+V
19004,costruire+V
19005,escutere+V
19006,raspare+V
19007,sgonnellare+V
19008,imbarcare+V
19009,attizzare+V
19010,reinnestare+V
19011,riassuntivo+A
19012,troncare+V
19013,tampone+N
19014,ritornare+A
19015,mitizzare+V
19016,allucinao+A
19017,divezzare+V
19018,fertilizzare+V
19019,talentare+V
19020,impestare+V
19021,configurare+V
19022,notificare+V
19023,scantonare+V
19024,ammarare+V
19025,rinvestire+V
19026,forviare+V
19027,spericolare+V
19028,riscaldare+V
19029,statistico+A
19030,operaia+N
19031,allungare+V
19032,berciare+V
19033,piuma+N
19034,battistrada+N
19035,ratificare+V
19036,determinare+A
19037,sbandire+V
19038,constatare+V
19039,seghettare+V
19040,influenzoare+V
19041,cristianizzare+V
19042,coibentare+V
19043,dichiarare+A
19044,falciare+V
19045,concitare+V
19046,sparire+V
19047,pipiare+V
19048,bomba+N
19049,miscela+V
19050,arrugginire+V
19051,officiare+V
19052,schiacciare+V
19053,angariare+V
19054,ispezionare+V
19055,recessivo+A
19056,rifriggere+V
19057,reinsediare+V
19058,piattonare+V
19059,riattizzare+V
19060,ammollire+V
19061,disincentivare+V
19062,sfibrare+V
19063,soffittare+V
19064,lucrare+V
19065,somatizzare+V
19066,frequentare+V
19067,pregiare+V
19068,armeggiare+V
19069,involut+A
19070,sbirciare+V
19071,coteotere+V
19072,mandare+V
19073,strumentare+V
19074,capitone+N
19075,millantare+V
19076,scolare+V
19077,concorso+N
19078,libare+V
19079,ponzare+V
19080,magiaro+N
19081,incardinare+V
19082,parecchi+A
19083,squartare+V
19084,matare+V
19085,pestare+V
19086,molcere+V
19087,dedicare+V
19088,appruare+A
19089,affacciare+V
19090,bruciare+V
19091,deplorare+V
19092,parlare+A
19093,sopraffare+V
19094,abbeverare+V
19095,intessere+V
19096,attendere+A
19097,transizione+N
19098,rastrellare+V
19099,autocostruire+V
19100,vassoio+N
19101,vettovagliare+V
19102,desecretare+V
19103,manganare+V
19104,baby-calciatore+N
19105,rateizzare+V
19106,limare+V
19107,sottoutilizzare+A
19108,desolare+V
19109,infilare+V
19110,imbestialire+V
19111,dimenticare+V
19112,forbitare+V
19113,allertare+V
19114,ammonitao+A
19115,risonanza+N
19116,spartire+V
19117,riadeguare+V
19118,ravvolgere+V
19119,decantare+V
19120,validare+V
19121,rimisurare+V
19122,rinsaldare+V
19123,provvistao+N
19124,raffazzonare+A
19125,sincerare+V
19126,strinare+V
19127,scamosciare+V
19128,disobbedire+V
19129,nuotare+V
19130,compatire+V
19131,distrarre+V
19132,sbarrare+V
19133,latitare+V
19134,volturare+V
19135,scambiare+V
19136,rincrescere+V
19137,speronare+V
19138,venuto+A
19139,arriscare+V
19140,rincasare+V
19141,estendere+V
19142,rintanare+V
19143,ufficializzare+V
19144,incappare+V
19145,illeggiadrire+V
19146,funzionare+V
19147,rugliare+V
19148,suppletivo+N
19149,intaccare+V
19150,accondiscendere+V
19151,caracollare+A
19152,inghiottire+V
19153,asperrimo+A
19154,dirompere+V
19155,telefonare+V
19156,laicizzare+V
19157,co-finanziare+V
19158,volgare+V
19159,falsare+V
19160,ancheggiare+V
19161,trasdurre+V
19162,rovesciare+V
19163,squarciare+V
19164,sotterrare+V
19165,confinare+V
19166,scampanare+V
19167,perseguire+V
19168,ostare+V
19169,incuriosire+V
19170,autopromuovere+V
19171,spanciare+V
19172,muffire+V
19173,rileggere+V
19174,commentare+V
19175,venire+V
19176,ravvisare+V
19177,autotutelare+V
19178,rattristare+V
19179,gelatinizzare+V
19180,rimpastare+V
19181,faccendere+N
19182,chiocciare+V
19183,tortuoso+A
19184,fondare+V
19185,smungere+V
19186,accoccolare+V
19187,accentrare+V
19188,scampanare+V
19189,santificazione+N
19190,offendere+V
19191,suggellare+V
19192,arabescare+V
19193,attristare+V
19194,rimodellare+V
19195,complimentare+V
19196,vistare+V
19197,trangugiare+V
19198,delineare+V
19199,rincarare+V
19200,realizzare+V
19201,teorizzare+V
19202,esclamazione+N
19203,rifocillare+V
19204,voluto+A
19205,ammirare+A
19206,pignorare+V
19207,rimontare+V
19208,ristare+V
19209,affettare+V
19210,rimisurare+V
19211,punire+V
19212,sconsigliare+V
19213,incendio+N
19214,impiastricciare+V
19215,volturare+V
19216,rinforzare+V
19217,tarlare+V
19218,simulare+V
19219,deregolamentare+V
19220,sollevamento+N
19221,riesplodere+V
19222,meritocratico+A
19223,pisolare+V
19224,desistere+V
19225,aldino+A
19226,sfrenare+V
19227,relazionare+V
19228,vagliare+A
19229,tarare+V
19230,depurare+V
19231,espirare+V
19232,addolcire+V
19233,officiare+V
19234,stendere+V
19235,abortire+A
19236,vedente+A
19237,acquerello+N
19238,rimanre+V
19239,contrapporre+V
19240,polire+V
19241,affrontare+V
19242,quintuplicare+V
19243,passare+V
19244,spostare+V
19245,cristallino+A
19246,riorientare+V
19247,ardimentoso+A
19248,spolverare+V
19249,sfaccettare+V
19250,reclamare+V
19251,stravolgere+V
19252,conchiglia+N
19253,svinare+V
19254,squarciare+V
19255,attagliare+V
19256,cartonare+V
19257,impopolare+V
19258,compatire+V
19259,contrastare+V
19260,brutalizzare+V
19261,penalità+N
19262,regionalizzare+V
19263,gioire+V
19264,freccetta+N
19265,pettegolare+V
19266,dilatare+V
19267,resinare+V
19268,imbacuccare+V
19269,cambiare+V
19270,schermire+V
19271,pregiudicare+V
19272,gallerista+N
19273,turlupinare+V
19274,godere+V
19275,ammollre+V
19276,disseminare+V
19277,intervenire+V
19278,intontire+V
19279,incendiare+V
19280,scenetta+N
19281,attingere+V
19282,accontentare+V
19283,vivaista+N
19284,spenderecce+A
19285,disincrostare+V
19286,iniziare+A
19287,colloquiare+V
19288,ergere+V
19289,barico+A
19290,disinfettare+V
19291,calettare+V
19292,afro-mediterraneo+A
19293,perdere+V
19294,assurgere+V
19295,differenziare+V
19296,rispondere+V
19297,calettare+V
19298,accingere+V
19299,saltare+V
19300,dinoccolare+A
19301,maremoto+N
19302,deputare+V
19303,estremistico+A
19304,bluffare+V
19305,sguinzagliare+V
19306,increscere+V
19307,ingaggiare+V
19308,tarlare+V
19309,vestibolare+V
19310,autoregolamentare+V
19311,ottenere+V
19312,preoccupare+V
19313,raggruppare+V
19314,dosare+V
19315,indovinare+V
19316,rinunciare+V
19317,schiaffeggiare+V
19318,tazeba+N
19319,riconoscere+V
19320,scorporare+V
19321,gamba+N
19322,svellere+V
19323,riedere+V
19324,suddividere+V
19325,contatore+N
19326,lanciato+A
19327,decomprimaere+V
19328,chiarire+V
19329,corrugare+V
19330,cozzare+V
19331,beare+V
19332,rimenare+V
19333,oziare+V
19334,ere+V
19335,scrosciare+V
19336,interfacciare+V
19337,totalitario+A
19338,zirlare+V
19339,impiallacciare+V
19340,scaricare+V
19341,affiorare+V
19342,sovietico+A
19343,crucciare+V
19344,stagnare+V
19345,figurare+V
19346,falsare+V
19347,trombare+V
19348,scaffalare+V
19349,addormentare+V
19350,lampeggiare+A
19351,sghignazzare+V
19352,riedere+V
19353,mitizzare+V
19354,aprire+V
19355,stereofonico+A
19356,rosolare+V
19357,traboccare+V
19358,emirato+A
19359,esagerare+V
19360,empiere+V
19361,scosciare+V
19362,estirpare+V
19363,impattre+V
19364,lustrare+V
19365,pavento+N
19366,deflettere+V
19367,coricare+A
19368,prefinanziare+V
19369,rintracciare+V
19370,cerao+A
19371,fornitore+A
19372,sagginare+V
19373,concorrenza+N
19374,rissare+V
19375,inamidare+V
19376,ingozzare+V
19377,compenetrare+V
19378,vomitare+V
19379,inquietare+V
19380,pedalare+V
19381,evadere+V
19382,evadere+V
19383,crocifisso+A
19384,ricongiungere+V
19385,pregiare+V
19386,modalità+N
19387,riattizzare+V
19388,paracadutare+V
19389,fuggre+V
19390,celare+V
19391,prescindere+V
19392,geo-economico+A
19393,livellare+V
19394,forgia+A
19395,spelacchiare+V
19396,erigere+V
19397,spaziare+V
19398,ingemmare+V
19399,ricomprare+A
19400,marinar+A
19401,distruggere+V
19402,scovare+V
19403,perseguitare+V
19404,estromettere+V
19405,appassire+V
19406,appurare+V
19407,arrossare+V
19408,escrescere+V
19409,trasportare+V
19410,alienare+V
19411,scocciare+V
19412,lerciare+V
19413,manifestare+V
19414,stuzzicare+V
19415,profare+V
19416,sfiduciare+V
19417,subordinare+V
19418,riammogliare+V
19419,affumicato+A
19420,flessibilizzare+V
19421,purificare+V
19422,turlupinare+V
19423,rimbrottare+V
19424,convenzione+N
19425,eloquire+A
19426,inurbano+A
19427,inquadrare+V
19428,impazzire+V
19429,sopraccigliare+V
19430,eltsiniano+A
19431,acquattare+V
19432,incentivare+V
19433,sbandierare+V
19434,autososten+V
19435,bustare+N
19436,impennacchiare+V
19437,plastificare+V
19438,corbellare+V
19439,basilare+V
19440,sbellicare+V
19441,botto+N
19442,autodeterminare+V
19443,fresare+V
19444,lottare+V
19445,arditezza+N
19446,fanatico+A
19447,snodare+V
19448,caporalato+N
19449,onorare+V
19450,contrappesare+V
19451,cavare+V
19452,deputare+V
19453,spoetizzare+V
19454,illudere+V
19455,affettare+V
19456,disboscare+V
19457,sgomentare+V
19458,sopraffacciare+V
19459,sorvegliare+V
19460,condizionare+V
19461,maggiorare+V
19462,configgere+V
19463,sbucare+V
19464,freddare+V
19465,trivellare+V
19466,insegnare+V
19467,brasare+V
19468,internalizzare+V
19469,sbramare+V
19470,analista+N
19471,carpire+V
19472,discernere+V
19473,svinare+V
19474,moderare+V
19475,antitelevisivo+A
19476,fotografare+V
19477,cammello+N
19478,crucciare+V
19479,rifocillare+V
19480,deludere+V
19481,francescano+N
19482,ridurre+V
19483,intaccare+V
19484,insegnare+V
19485,impermaleire+V
19486,arcaizzare+V
19487,amnistiare+V
19488,invertire+V
19489,sporcizia+N
19490,distintivo+A
19491,intossicare+V
19492,bombare+V
19493,super-raccomandato+A
19494,uguale+A
19495,gigantografia+N
19496,impensierire+V
19497,carrucolare+V
19498,spaginare+V
19499,ciurlare+V
19500,detergere+V
19501,chiarare+V
